chunk_id,title,content,char_count,category
11,제3조(의료기관 ),"제3조(의료기관 )
에서 규정한 국내의 병원이나 의원 또는 국외의 
의료관련법에서 정한 의료기관에서 발급한 것이어야 합니다 .
=== Page 4 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 4",164,기타
12,제7조(보험금의 청구),"제7조(보험금의 청구)
에서 정한 서류를 접수한 때에는 접수증을 드리고 휴대전화 문자메세지 또는 
전자우편 등으로도 송부하며 , 그 서류를 접수한 날로부터 3영업일 이내에 보험금을 지급합니다 . 
②제1항에도 불구하고 회사는 보험금 지급사유를 조사․확인하기 위하여 제1항의 지급기일 이내에 보험금을 
지급하지 못할 것으로 명백히 예상되는 경우에는 그 구체적인 사유와 지급예정일 및 보험금 
가지급제도 (회사가 추정하는 보험금의 50% 이내의 금액을 지급하는 제도를 말합니다 )에 대하여 피보험자 
또는 보험수익자에게 즉시 통지하여 드립니다 . 다만, 지급예정일은 다음 각 호의 어느 하나에 해당하는 
경우를 제외하고는",346,보장내용
13,제7조(보험금의 청구),"제7조(보험금의 청구)
에서 정한 서류를 접수한 날부터 30영업일 이내에서 정합니다 .
1.소송제기 
2.분쟁조정 신청 
3.수사기관의 조사 
4.외국에서 발생한 보험사고에 대한 조사
5.제6항에 따른 회사의 조사요청에 대한 동의 거부 등 계약자 , 피보험자 또는 보험수익자에게 책임이 있는 
사유로 보험금 지급사유의 조사와 확인이 지연되는 경우
6.",196,보장내용
14,제4조(보험금 지급에 관한 세부규정 ),"제4조(보험금 지급에 관한 세부규정 )
 제6항에 따라 보험금 지급사유에 대해 제3자의 의견에 따르기로 한 경우
③제2항에  따라 장해지급률의 판정 및 지급할 보험금의 결정과 관련하여 확정된 장해지급률에 따른 보험금을 
초과한 부분에 대한 분쟁으로 보험금 지급이 늦어지는 경우에는 보험수익자의 청구에 따라 이미 확정된 
보험금을 먼저 가지급합니다 .
④제2항에 따라 추가적인 조사가 이루어지는 경우 회사는 피보험자 또는 보험수익자의 청구에 따라 회사가 
추정하는 보험금의 50% 상당액을 가지급보험금으로 지급합니다 .
⑤회사는 제1항에서 정한 지급기일내에 보험금을 지급하지 않았을 때(제2항에서 정한 지급예정일을 통지한 
경우를 포함합니다 )에는 그 다음날로부터 지급일까지의 기간에 대하여 <부표> ‘보험금을 지급할 때의 
적립이율 ’에 따라 연단위 복리로 계산한 금액을 보험금에 더하여 지급합니다 . 다만, 계약자 , 피보험자 또는 
보험수익자에게 책임이 있는 사유로 지급이 지연된 경우에는 ",547,보장내용
15,제15조(알릴 의무 위반의 효과),"제15조(알릴 의무 위반의 효과)
 및 제2항의 보험금 지급사유조사와 
관련하여 의료기관 , 국민건강보험공단 , 경찰서 등 관공서에 대한 회사의 서면에 의한 조사요청에 동의하여야 
합니다 . 다만, 정당한 사유 없이 이에 동의하지 않을 경우 회사는 사실 확인이 끝날 때까지 보험금 
지급지연에 따른 이자를 지급하지 않습니다 .
⑦회사는 제6항의 서면조사에 대한 동의 요청시 조사목적 , 사용처 등을 명시하고 설명합니다 .",236,보장내용
16,제9조(보험금을 받는 방법의 변경),"제9조(보험금을 받는 방법의 변경)
 
①계약자 (보험금 지급사유 발생 후에는 보험수익자를 말합니다 )는 회사의 사업방법서에서 정한 바에 따라 
보험금의 전부 또는 일부에 대하여 나누어 지급받거나 일시에 지급받는 방법으로 변경할 수 있습니다 . 
②회사는 제1항에 따라 일시에 지급할 금액을 나누어 지급하는 경우에는 나중에 지급할 금액에 대하여 
보험개발원이 공시하는 월평균 정기예금이율을 연단위 복리로 계산한 금액을 더하여 지급하며 , 나누어 지급할 
금액을 일시에 지급하는 경우에는 보험개발원이 공시하는 월평균 정기예금이율을 연단위 복리로 할인한 
금액을 지급합니다 .",321,보장내용
17,제10조(주소변경의 통지),"제10조(주소변경의 통지)
 
①계약자 (보험수익자가 계약자와 다른 경우 보험수익자를 포함합니다 )는 주소 또는 연락처가 변경된 경우에는 
지체없이 그 변경내용을 회사에 알려야 합니다 .
②제1항에서 정한대로 계약자 또는 보험수익자가 변경내용을 알리지 않은 경우에는 계약자 또는 보험수익자가 
회사에 알린 최종 주소 또는 연락처로 등기우편 등 우편물에 대한 기록이 남는 방법을 통하여 회사가 알린 
사항은 일반적으로 도달에 필요한 기간이 지난 때에 계약자 또는 보험수익자에게 도달된 것으로 봅니다 .
=== Page 5 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 5",373,기타
18,제12조(대표자의 지정),"제12조(대표자의 지정)
 
①계약자 또는 보험수익자가 2명 이상인 경우에는 각 대표자를 1명 지정하여야 하며, 그 대표자는 각각 다른 
계약자 또는 보험수익자를 대리하는 것으로 합니다 . 
②지정된 계약자 또는 보험수익자의 소재가 확실하지 않은 경우에는 이 계약에 관하여 회사가 계약자 또는 
보험수익자 1명에 대하여 한 행위는 각각 다른 계약자 또는 보험수익자에게도 효력이 미칩니다 .
③계약자가 2명 이상인 경우에는 보험료 납부의무 , 위험변경ž증가의 통지의무 , 보험사고 발생의 통지의무 , 위험유지 
의무 등의 책임을 연대하여 집니다 .
【연대】2인 이상이 공동으로 책임지는 것을 뜻하며 , 각자가 채무의 전부를 이행할 책임을 지되(지분만큼 
분할하여 책임을 지는 것과는 다름), 다만 어느 1인의 이행으로 나머지 사람들도 책임을 면하게 되는 것을 
말합니다 .
제 3 관 계약자의 계약 전 알릴 의무 등",456,기타
19,제13조(계약 전 알릴 의무),"제13조(계약 전 알릴 의무)
 
계약자 또는 피보험자는 청약할 때(진단계약의 경우에는 건강진단을 할 때를 말합니다 ) 청약서에서 질문한 
사항에 대하여 알고 있는 사실을 반드시 사실대로 알려야 (상법에 따른고지의무 와 같으며 , 이하 계약 전 
알릴 의무라 합니다 ) 합니다 . 다만, 진단계약의 경우 의료법",178,기타
20,제14조(상해보험계약 후 알릴 의무),"제14조(상해보험계약 후 알릴 의무)
 
①계약자 또는 피보험자는 보험기간 중에 피보험자에게 다음 각 호의 변경이 발생한 경우에는 우편, 전화, 방문 
등의 방법으로 지체없이 회사에 알려야 합니다 .
1.보험증권 등에 기재된 직업 또는 직무의 변경
가.현재의 직업 또는 직무가 변경된 경우
나.직업이 없는 자가 취직한 경우
다.현재의 직업을 그만둔 경우
【직업】
1) 생계유지 등을 위하여 일정한 기간동안 (예: 6개월 이상) 계속하여 종사하는 일
2) 1)에 해당하지 않는 경우에는 개인의 사회적 신분에 따르는 위치나 자리를 말함
   예) 학생, 미취학아동 , 무직 등
【직무】
직책이나 직업상 책임을 지고 담당하여 맡은 일
2.보험증권 등에 기재된 피보험자의 운전 목적이 변경된 경우
   예) 자가용에서 영업용으로 변경, 영업용에서 자가용으로 변경 등
3.보험증권 등에 기재된 피보험자의 운전여부가 변경된 경우
   예) 비운전자에서 운전자로 변경, 운전자에서 비운전자로 변경 등
4.이",849,기타
21,제21조(계약내용의 변경 등),"제21조(계약내용의 변경 등)
에 따라 
계약내용을 변경할 수 있습니다 .
【위험변경에 따른 계약변경 절차】
위험변경사항 통지 (우편, 전화, 방문 등)
↓
계약자 ,피보험자의 계약변경사항 확인 후 청약
↓
계약변경사항 인수 심사
↓
정산금액 처리 (환급 또는 추가납입 )
↓
계약변경 완료
③회사는 제2항에 따라 계약내용을 변경할 때 위험이 감소된 경우에는 보험료를 감액하고 , 이후 기간 보장을 
위한 재원인 책임준비금 등의 차이로 인하여 발생한 정산금액 (이하 “정산금액 ”이라 합니다 )을 환급하여 
드립니다 . 한편 위험이 증가된 경우에는 보험료의 증액 및 정산금액의 추가납입을 요구할 수 있으며 , 
계약자는 일시납 또는 잔여 보험료 납입기간과 5년 중 큰 기간(단, 잔여 보험기간을 초과할 수 없음) 동안의 
분납 중 선택하여 정산금액을 납입하여야 합니다 . 다만, 보험료 갱신형 계약 등 일부 보험계약의 경우 
분납이 제한될 수 있습니다 .
④제1항의 통지에 따라 위험의 증가로 ",897,보장내용
22,제15조(알릴 의무 위반의 효과),"제15조(알릴 의무 위반의 효과)
 
①회사는 다음과 같은 사실이 있을 경우에는 보험금 지급사유의 발생여부에 관계없이 그 사실을 안 날부터 
1개월 이내에 이 계약을 해지할 수 있습니다 . 
1.계약자 , 피보험자 또는 이들의 대리인이 고의 또는 중대한 과실로",146,보장내용
23,제13조(계약 전 알릴 의무),"제13조(계약 전 알릴 의무)
를 위반하고 그 
알릴 의무가 있는 사항이 중요한 사항에 해당하는 경우 
2.계약자 , 피보험자 또는 이들의 대리인이 고의 또는 중대한 과실로 뚜렷한 위험의 증가와 관련된",114,기타
24,제14조(상해보험계약 후 알릴 의무),"제14조(상해보험계약 후 알릴 의무)
 제1항에서 정한 계약 후 알릴 의무를 이행하지 않았을 때
②제1항 제1호의 경우라도 다음의 어느 하나에 해당하는 경우에는 회사는 계약을 해지할 수 없습니다 .
1.회사가 계약 당시에 그 사실을 알았거나 과실로 인하여 알지 못하였을 때
2.회사가 그 사실을 안 날부터 1개월 이상 지났거나 또는 제1회 보험료를 받은 날부터 보험금 지급사유가 
발생하지 않고 2년(진단계약의 경우 질병에 대해서는 1년)이 지났을 때
3.계약체결일부터 3년이 지났을 때
4.이 계약을 청약할 때 회사가 피보험자의 건강상태를 판단할 수 있는 기초자료 (건강진단서 사본 등을 
말합니다 )에 따라 승낙한 경우에 건강진단서 사본 등에 명기되어 있는 사항으로 보험금 지급사유가 
=== Page 7 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 7발생하였을 때. 다만, 계약자 또는 피",902,보장내용
25,제32조(보험료의 환급),"제32조(보험료의 환급)
에 따라 이를 계약자에게 지급합니다 .
④제1항 제1호에 따른 계약의 해지가 보험금 지급사유가 발생한 후에 이루어진 경우에 회사는 보험금을 
지급하지 않습니다 . 이 경우 회사는 계약자에게 계약 전 알릴 의무 위반사실 (계약해지 등의 원인이 되는 
위반사실을 구체적으로  명시)과 계약 전 알릴 의무사항이 중요한 사항에 해당되는 사유를 반대증거가 있는 
경우 이의를 제기할 수 있습니다 라는 문구와 함께 서면 또는 전자문서 등으로 알려드립니다 . 회사가 
전자문서로 안내하고자 할 경우에는 계약자에게  서면 또는 전자서명법 제2조 제2호에 따른 전자서명으로 동의를 
얻어 수신확인을 조건으로 전자문서를 송신하여야 합니다 . 계약자의 전자문서 수신이 확인되기 전까지는 그 
전자문서는 송신되지 않은 것으로 봅니다 . 회사는 전자문서가 수신되지 않은 것을 확인한 경우에는 
서면(등기우편 등)으로 다시 알려드립니다 . 또한 이 경우 계약 해지로 인하여 회사가 환급하여야",517,보장내용
26,제14조(상해보험계약 후 알릴 의무),"제14조(상해보험계약 후 알릴 의무)
 제4항 또는 제5항에 따라 보험금을 지급합니다 .
⑥제1항에도 불구하고 알릴 의무를 위반한 사실이 보험금 지급사유가 발생하는 데에 영향을 미쳤음을 회사가 
증명하지 못한 경우에는 제4항 및 제5항에 관계없이 약정한 보험금을 지급합니다 .
⑦회사는 다른 보험가입내역에 대한 계약 전 알릴 의무 위반을 이유로 계약을 해지하거나 보험금 지급을 
거절하지 않습니다 .",224,보장내용
27,제16조(사기에 의한 계약),"제16조(사기에 의한 계약)
 
계약자 또는 피보험자가 대리진단이나 약물사용을 통하여 진단절차를 통과하거나 , 진단서를 위조 또는 
변조하거나 , 청약일 이전에 암 또는 사람면역결핍바이러스 (HIV) 감염의 진단 확정을 받은 후 이를 숨기고 
가입하는 등 사기에 의하여 계약이 성립되었음을 회사가 증명하는 경우에는 회사는 계약일부터 5년 
이내(사기사실을 안 날부터 1개월 이내)에 계약을 취소할 수 있습니다 .
제 4 관 보험계약의 성립과 유지",250,기타
28,제17조(보험계약의 성립),"제17조(보험계약의 성립)
 
①계약은 계약자의 청약과 회사의 승낙으로 이루어집니다 .
②회사는 피보험자가 계약에 적합하지 않은 경우에는 승낙을 거절하거나 별도의 조건(보험가입금액 제한, 
일부보장 제외, 보험금 삭감, 보험료 할증 등을 말합니다 )을 붙여 승낙할 수 있습니다 .
③회사는 계약의 청약을 받고, 보험료 전액 또는 제1회 보험료를 받은 경우에 건강진단을 받지 않는 계약은 
청약일 , 진단계약은 진단일 (재진단의 경우에는 최종 진단일을 말합니다 )부터 30일 이내에 승낙하거나 
거절하여야 하며, 승낙한 경우에는 보험증권을 드립니다 . 이 경우 30일 이내에 회사가 승낙 또는 거절의 
통지를 하지 않으면 승낙한 것으로 봅니다 .
④회사가 제1회 보험료를 받고 승낙을 거절한 경우에는 거절통지와 함께 받은 금액을 돌려 드리며 , 보험료를 
받은 기간에 대하여 ‘보험개발원이 공시하는 월평균 정기예금이율 + 1%’를 연단위 복리로 계산한 금액을 
더하여 지급합니다 . 다만, 제1회",869,보장내용
29,제18조(청약의 철회),"제18조(청약의 철회)
 
①계약자는 보험증권을 받은 날부터 15일 이내에 그 청약을 철회할 수 있습니다 . 다만, 다음 각 호의 어느 
하나에 해당하는 계약은 철회할 수 없습니다 .
1.회사가 건강상태 진단을 지원하는 계약
2.보험기간이 90일 이내인 계약
3.전문금융소비자가 체결한 계약
【전문금융소비자 】 보험계약에 관한 전문성 , 자산규모 등에 비추어 보험계약에 따른 위험감수능력이 있는 
자로서 , 국가, 지방자치단체 , 한국은행 , 금융회사 , 주권상장법인 등을 포함하며 「금융소비자보호에 관한 
법률」",287,기타
30,제2조(정의),"제2조(정의)
 제9호에서 정하는 전문금융소비자를 말합니다 .
【일반금융소비자 】 전문금융소비자가 아닌 계약자를 말합니다 .
②제1항에도 불구하고 청약한 날부터 30일이 지나면 청약을 철회할 수 없습니다 . 
③청약철회는 계약자가 전화로 신청하거나 , 철회의사를 표시하기 위한 서면, 전자우편 , 휴대전화 문자메세지 
또는 이에 준하는 전자적 의사표시 (이하 ‘서면 등’이라 합니다 )를 발송한 때 효력이 발생합니다 . 계약자는 
서면 등을 발송한 때에 그 발송 사실을 회사에 지체 없이 알려야 합니다 .
④계약자가 청약을 철회하였을 때에는 회사는 청약의 철회를 접수한 날부터 3영업일 이내에 납입한 보험료를 
계약자에게 돌려드리며 , 보험료 반환이 늦어진 기간에 대해서는 ‘보험개발원이 공시하는 
보험계약대출이율 ’을 연단위 복리로 계산한 금액을 더하여 지급합니다 . 다만, 계약자가 제1회 보험료를 
신용카드로 납입한 계약의 청약을 철회하는 경우에 회사는 청약의 철회를 접수한 날부터 3영업",714,보장내용
31,제19조(약관교부 및 설명의무 등),"제19조(약관교부 및 설명의무 등)
 
①회사는 계약자가 청약할 때에 계약자에게 약관의 중요한 내용을 설명하여야 하며, 청약 후에 다음 각 호의 
방법 중 계약자가 원하는 방법을 확인하여 지체 없이 약관 및 계약자 보관용 청약서를 제공하여 
드립니다 . 만약, 회사가 전자우편 및 전자적 의사표시로 제공한 경우 계약자 또는 그 대리인이 약관 및 
계약자 보관용 청약서 등을 수신하였을 때에는 해당 문서를 드린 것으로 봅니다 . 
1.서면교부
2.우편 또는 전자우편
3.휴대전화 문자메세지 또는 이에 준하는 전자적 의사표시
②제1항과 관련하여 통신판매계약의 경우, 회사는 계약자가 가입한 특약만 포함한 약관을 드리며 , 전화를 
이용하여 체결하는 계약은 계약자의 동의를 얻어 다음의 방법으로 약관의 중요한 내용을 설명할 수 있습니다 .
1.전화를 이용하여 청약내용 , 보험료납입 , 보험기간 , 계약 전 알릴 의무, 약관의 중요한 내용 등 계약을 
=== Page 9 ===
© 2025 처브그룹",1272,기타
32,제20조(계약의 무효),"제20조(계약의 무효)
 
①다음 중 한 가지에 해당되는 경우에는 계약을 무효로 하며 이미 납입한 보험료를 돌려드립니다 .
1.타인의 사망을 보험금 지급사유로 하는 계약에서 계약을 체결할 때까지 피보험자의 서면(「전자서명법 」 
제2조제2호에 따른 전자서명이 있는 경우로서 상법 시행령 제44조의2에 정하는 바에 따라 본인 확인 및 
위조·변조 방지에 대한 신뢰성을 갖춘 전자문서를 포함)에 의한 동의를 얻지 않은 경우. 다만, 단체가 
규약에 따라 구성원의 전부 또는 일부를 피보험자로 하는 계약을 체결하는 경우에는 이를 적용하지 않습니다 . 
이 때 단체보험의 보험수익자를 피보험자 또는 그 상속인이 아닌 자로 지정할 때에는 단체의 규약에서 
명시적으로 정한 경우가 아니면 이를 적용합니다 .
2.만15세 미만자 , 심신상실자 (心神喪失者) 또는 심신박약자 (心神薄弱者)를 피보험자로 하여 사망을 보험금 
지급사유로 한 계약의 경우. 다만, 심신박약자가 계약을 체결하거나 소속 단체의 규약에",940,보장내용
33,제2조(정의),"제2조(정의)
 제2호】이 법에서 사용하는 용어의 뜻은 다음과 같다.
 2. ""전자서명 ""이란 다음 각 목의 사항을 나타내는 데 이용하기 위하여 전자문서에 첨부되거나 논리적으로  
결합된 전자적 형태의 정보를 말한다 .
   가. 서명자의 신원
   나. 서명자가 해당 전자문서에 서명하였다는 사실
=== Page 10 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 10‘보험개발원이 공시하는 보험계약대출이율 ’을 연단위 복리로 계산한 금액을 더하여 돌려 드립니다 .",317,용어정의
34,제21조(계약내용의 변경 등),"제21조(계약내용의 변경 등)
 
①계약자는 회사의 승낙을 받아 다음의 사항을 변경할 수 있습니다 . 이 경우 회사는 승낙사실을 서면 등으로 
알리거나 보험증권의 뒷면에 적어 드립니다 .
1.보험종목 또는 보장종목
2.보험기간
3.보험료 납입주기 , 납입방법 및 납입기간
4.계약자 , 피보험자 중 일부
5.보험가입금액 , 보험료 등 기타 계약의 내용
②계약자가 제1회 보험료를 납입한 날부터 1년 이상 지난 유효한 계약으로서 그 보험 종목의 변경을 요청할 
경우 회사는 회사의 사업방법서에서 정하는 방법에 따라 보험 종목을 변경하여 드립니다 .
③계약자가 제1항 제5호에 따라 보험가입금액을 감액하려는 경우 회사는 그 감액된 부분은 계약이 해지된 
것으로 보며, 이로 인하여 회사가 환급하여야 할 보험료가 있을 경우에는",404,기타
35,제32조(보험료의 환급),"제32조(보험료의 환급)
에 따라 이를 
계약자에게 지급합니다 .
④계약자는 회사의 승낙 없이 보험수익자를 변경할 수 있습니다 . 다만, 회사는 계약자가 보험수익자 변경사실을 
회사에 알리지 않아 이를 모르고 변경전의 보험수익자에게 보험금을 지급하는 등 보험금 지급에 관한 항변이 
있는 경우 변경된 보험수익자에게 보험금 지급을 거절할 수 있습니다 . 
⑤계약자가 제4항에 따라 보험수익자를 변경하고자 할 경우 계약자와 피보험자가 동일하지 않을 때에는  
보험금의 지급사유가 발생하기 전에 피보험자가 서면(전자서명법 제2조 제2호에 따른 전자서명이 있는 
경우로서 상법 시행령 제44조의2에 정하는 바에 따라 본인 확인 및 위조ㆍ변조 방지에 대한 신뢰성을 갖춘 
전자문서를 포함)으로 동의하여야 합니다 .
⑥제1항에 따라 계약자가 변경된 경우 회사는 변경된 계약자에게 보험증권 및 약관을 드리고 , 변경된 계약자가 
요청하는 경우 약관의 중요한 내용을 설명하여 드립니다 .",489,보장내용
